well_id,Station Code,Station Name,State,District,Latitude,Longitude,Well Depth,period,gwl,measurement_month_start,soil_moisture_1m,soil_moisture_3m,soil_moisture_6m,soil_moisture_12m,et_1m,et_3m,et_6m,et_12m,rainfall_1m,rainfall_3m,rainfall_6m,rainfall_12m,grace_tws_1m,grace_tws_3m,grace_tws_6m,grace_tws_12m,welltype_Bore well,welltype_Dug well,welltype_Tube well,aquifer_-,aquifer_Confined,aquifer_Semi-confined,aquifer_Unconfined,gwl_lag1,gwl_lag2,gwl_lag3,gwl_lag4
13.0167_78.5,130100000000000.0,Venkatagirikota,Andhra pradesh,Chittoor,13.0167,78.5,15.2,Aug-07,8.289999962,2007-08-01,30.97016688755581,29.167450359889443,22.68926511492048,25.69406945364816,3.571223221245288e-05,3.109940436323606e-05,2.2379776705098008e-05,2.897719644222109e-05,278.6867106724711,633.6240974629967,718.0800657665845,1165.028488561945,,-7.181878572981522,-11.531085754391938,-1.103223400327118,False,True,False,False,False,False,True,12.97000027,12.67000008,5.710000038,11.77000046
13.0167_78.5,130100000000000.0,Venkatagirikota,Andhra pradesh,Chittoor,13.0167,78.5,15.2,Nov-07,8.850000381,2007-11-01,35.52702794756208,36.41970879690988,32.828382219587056,26.98344421386719,4.497853686708757e-05,4.329086680497442e-05,3.721102984854952e-05,2.907005364249926e-05,221.0506480874367,682.0091920176757,1336.0212391742225,1501.6884161083442,,13.144903638768897,4.249199210123481,-1.4209331246235422,False,True,False,False,False,False,True,8.289999962,12.97000027,12.67000008,5.710000038
13.0167_78.5,130100000000000.0,Venkatagirikota,Andhra pradesh,Chittoor,13.0167,78.5,15.2,Jan-08,7.940000057,2008-01-01,29.36507633754185,32.749982016427175,33.862832478114534,27.25916385650635,3.0050713576201812e-05,3.774794043108288e-05,3.899806506524328e-05,2.9715373524855488e-05,95.69362862133283,349.6917140136644,1109.7249183099248,1551.6577405211997,,15.539713438651685,13.337836014776762,0.7291513536126448,False,True,False,False,False,False,True,8.850000381,8.289999962,12.97000027,12.67000008
13.0167_78.5,130100000000000.0,Venkatagirikota,Andhra pradesh,Chittoor,13.0167,78.5,15.2,May-08,10.23999977,2008-05-01,22.19680867876325,21.766168458121165,25.320794241768976,29.08487333570208,2.42953075420311e-05,2.225228555679288e-05,2.7335748200130183e-05,3.228691587407541e-05,26.853307909178504,82.4445702566684,214.01963929065224,1550.0408784648746,-0.4884442807883919,0.4522203303844337,7.205890202044296,5.8619397511712,False,True,False,False,False,False,True,7.940000057,8.850000381,8.289999962,12.97000027
13.0167_78.5,130100000000000.0,Venkatagirikota,Andhra pradesh,Chittoor,13.0167,78.5,15.2,Aug-08,10.02000046,2008-08-01,30.119344711303707,27.07770688193185,24.442456926618306,28.5190862928118,3.955109423259273e-05,3.462582649912552e-05,2.85199635722425e-05,3.313641173008364e-05,230.5170351394172,443.71513019950646,530.542785132973,1344.1270461846327,,-4.282789541444861,-3.875090213903842,4.715753235950364,False,True,False,False,False,False,True,10.23999977,7.940000057,8.850000381,8.289999962
13.0167_78.5,130100000000000.0,Venkatagirikota,Andhra pradesh,Chittoor,13.0167,78.5,15.2,Nov-08,8.270000458,2008-11-01,34.0857127053397,33.77953747340611,30.424481255667555,27.83879688807896,4.2564525106822006e-05,4.328125214669853e-05,3.898772359077287e-05,3.316736703189755e-05,195.64337621151824,546.8011652775181,993.7150397323868,1212.117763699837,,6.65771323789061,2.3763236313619083,2.40412925913037,False,True,False,False,False,False,True,10.02000046,10.23999977,7.940000057,8.850000381
13.0167_78.5,130100000000000.0,Venkatagirikota,Andhra pradesh,Chittoor,13.0167,78.5,15.2,Jan-09,8.229999542,2009-01-01,31.80596310751779,33.10407992771693,32.7709778376988,28.07071672167097,3.788123519500784e-05,4.02697805839125e-05,4.1300272641819895e-05,3.398884213571104e-05,12.892083130993887,345.51719192856723,930.3907603893466,1233.3505134906584,,18.344938856400315,11.42741499049998,3.712897549936693,False,True,False,False,False,False,True,8.270000458,10.02000046,10.23999977,7.940000057
13.0167_78.5,130100000000000.0,Venkatagirikota,Andhra pradesh,Chittoor,13.0167,78.5,15.2,May-09,9.75,2009-05-01,17.17571462903704,16.8881231035505,22.976620265415736,26.721011979239325,1.3386631313291478e-05,1.7222274306862217e-05,2.629071072338515e-05,3.2674098682556565e-05,31.9078513765798,45.56868334649836,202.1238103236967,1195.8388500560836,-16.289329169142047,-11.700339495804652,1.3774430252788643,1.8314796644075209,False,True,False,False,False,False,True,8.229999542,8.270000458,10.02000046,10.23999977
13.0167_78.5,130100000000000.0,Venkatagirikota,Andhra pradesh,Chittoor,13.0167,78.5,15.2,Aug-09,10.23999977,2009-08-01,24.38198893410819,24.63661507197789,20.81268787384033,26.08030428205218,2.892754011034932e-05,2.72770327813175e-05,2.2253991508997774e-05,3.0754312189986065e-05,102.71196568127976,371.5804832004806,417.149166546979,1120.505458801695,,-8.702195597492365,-11.839104573897218,-0.7605296582379543,False,True,False,False,False,False,True,9.75,8.229999542,8.270000458,10.02000046
13.0167_78.5,130100000000000.0,Venkatagirikota,Andhra pradesh,Chittoor,13.0167,78.5,15.2,Nov-09,10.72000027,2009-11-01,27.85156576974052,29.74083423614502,27.22145353044782,25.071513312203543,4.6754197423329705e-05,4.4783923710513455e-05,3.606511667645204e-05,3.1103874919478714e-05,34.56450974362568,402.5786083323284,801.9579041582865,1004.0817144819832,,11.601780389633811,0.6847546132198905,-1.5378355315437964,False,True,False,False,False,False,True,10.23999977,9.75,8.229999542,8.270000458
13.0167_78.5,130100000000000.0,Venkatagirikota,Andhra pradesh,Chittoor,13.0167,78.5,15.2,Jan-10,0.670000017,2010-01-01,28.918540954589844,29.12375273023333,28.88397979736328,24.60833072662353,2.596227919379349e-05,3.5065089312930855e-05,3.701546302181669e-05,2.95121037977099e-05,26.87016082041472,196.77158950139017,695.2964663968504,1016.4149785226988,,19.460941205283568,11.950009334330264,-0.4815347894395035,False,True,False,False,False,False,True,10.72000027,10.23999977,9.75,8.229999542
13.0167_78.5,130100000000000.0,Venkatagirikota,Andhra pradesh,Chittoor,13.0167,78.5,15.2,May-10,8.970000267,2010-05-01,17.404732431684224,15.333146027156284,21.29251180376325,24.273270879473007,1.3627189673570683e-05,1.4246393610457223e-05,2.0760040310311263e-05,2.8454624693300244e-05,73.50533365508885,81.16358407492775,246.4128844390795,1048.370788597366,-9.017636265512166,-3.9494315198798473,5.961108113290593,3.562765613258456,False,True,False,False,False,False,True,0.670000017,10.72000027,10.23999977,9.75
