well_id,Station Code,Station Name,State,District,Latitude,Longitude,Well Depth,period,gwl,measurement_month_start,soil_moisture_1m,soil_moisture_3m,soil_moisture_6m,soil_moisture_12m,et_1m,et_3m,et_6m,et_12m,rainfall_1m,rainfall_3m,rainfall_6m,rainfall_12m,grace_tws_1m,grace_tws_3m,grace_tws_6m,grace_tws_12m,welltype_Bore well,welltype_Dug well,welltype_Tube well,aquifer_-,aquifer_Confined,aquifer_Semi-confined,aquifer_Unconfined,gwl_lag1,gwl_lag2,gwl_lag3,gwl_lag4
15.0083_77.4167,150030000000000.0,Vajrakarur,Andhra pradesh,Anantapur,15.0083,77.4167,16.3,Jan-10,4.210000038,2010-01-01,29.63296190897624,33.97106665152091,33.828438652886284,27.391712047435615,2.176376720955078e-05,3.106900058574629e-05,3.411638263733713e-05,2.3349758420307702e-05,0.0155022935225413,110.7076503187418,416.24857858167246,578.9354279259077,,24.86646369906115,19.62653441442952,1.4481242476149492,False,True,False,True,False,False,False,0.200000003,8.199999809,7.130000114,4.940000057
15.0083_77.4167,150030000000000.0,Vajrakarur,Andhra pradesh,Anantapur,15.0083,77.4167,16.3,May-10,6.380000114,2010-05-01,21.51260863410102,18.68430844059697,24.473351019400138,28.186404546101887,1.5414803413107247e-05,1.008531786215759e-05,1.629279985435359e-05,2.4526788466674687e-05,24.668031123968277,26.85330584645271,80.06186796954044,597.5552346786627,-13.749543898312982,-5.898716782552061,7.780388548789877,6.470316162680825,False,True,False,True,False,False,False,4.210000038,0.200000003,8.199999809,7.130000114
15.0083_77.4167,150030000000000.0,Vajrakarur,Andhra pradesh,Anantapur,15.0083,77.4167,16.3,Aug-10,6.449999809,2010-08-01,38.21051025390625,30.74045315495244,24.79719522264269,28.750476060090243,4.6760898570668095e-05,3.0631465523145855e-05,2.0493182563330737e-05,2.542969552989773e-05,141.90910487220836,274.27221273917417,305.1230407792788,698.366097632509,,-6.638338790912853,-10.34790538997914,5.726889923931388,False,True,False,True,False,False,False,6.380000114,4.210000038,0.200000003,8.199999809
15.0083_77.4167,150030000000000.0,Vajrakarur,Andhra pradesh,Anantapur,15.0083,77.4167,16.3,Nov-10,5.949999809,2010-11-01,37.42793839066117,37.36989819561994,34.077699731897425,29.28393300374349,4.7134547424287087e-05,4.87364442152385e-05,3.974953600576285e-05,2.8039473397290783e-05,109.87640370313936,349.2941177212276,623.5663304604017,707.625720623594,,31.74680774044212,13.635064161203138,6.312435422628199,False,True,False,True,False,False,False,6.449999809,6.380000114,4.210000038,0.200000003
15.0083_77.4167,150030000000000.0,Vajrakarur,Andhra pradesh,Anantapur,15.0083,77.4167,16.3,Jan-11,6.650000095,2011-01-01,27.31685518335413,33.91615111739547,35.78516359682436,29.22216154027868,2.081104240561318e-05,3.411306251008581e-05,4.141956782809252e-05,2.8371405952148724e-05,3.981015245501812,175.47324872819277,556.8000676184893,720.0140035255597,,33.98985220134102,29.88634055810469,9.19994182384423,False,True,False,True,False,False,False,5.949999809,6.449999809,6.380000114,4.210000038
15.0083_77.4167,150030000000000.0,Vajrakarur,Andhra pradesh,Anantapur,15.0083,77.4167,16.3,May-11,7.900000095,2011-05-01,21.34535372698749,17.994560736197013,22.88649015073423,28.51284005906847,1.3874656697562724e-05,9.130345663126918e-06,1.548119440418237e-05,2.7682037061485635e-05,35.651041104243355,35.651041104243355,101.24788612929676,724.8142165896984,-9.071047067390149,1.1123268871947711,14.26333701285327,13.949200587028203,False,True,False,True,False,False,False,6.650000095,5.949999809,6.449999809,6.380000114
15.0083_77.4167,150030000000000.0,Vajrakarur,Andhra pradesh,Anantapur,15.0083,77.4167,16.3,Aug-11,7.730000019,2011-08-01,28.344663831922738,25.84641188162345,22.045793603967734,27.27107189319752,3.305073429752762e-05,2.417152353262753e-05,1.6880057484269383e-05,2.6020634390146438e-05,53.1835063122786,147.0547374647397,187.29746070962688,602.1884234559077,11.669808407935854,11.669808407935854,1.7501320399265026,15.580442231466533,False,True,False,True,False,False,False,7.900000095,6.650000095,5.949999809,6.449999809
15.0083_77.4167,150030000000000.0,Vajrakarur,Andhra pradesh,Anantapur,15.0083,77.4167,16.3,Nov-11,8.470000267,2011-11-01,30.745236573395907,31.384001202053494,28.647659443042897,25.771009657118057,3.693180190532951e-05,3.7775511575293625e-05,3.105304063797963e-05,2.335622243494813e-05,83.48659097231351,210.9046969367908,360.299685654732,466.1392539246724,21.483824717686936,20.660183320957422,18.41634895145329,11.937488672876029,False,True,False,True,False,False,False,7.730000019,7.900000095,6.650000095,5.949999809
15.0083_77.4167,150030000000000.0,Vajrakarur,Andhra pradesh,Anantapur,15.0083,77.4167,16.3,Jan-12,8.899999619,2012-01-01,22.829334753531,26.40212426362214,28.530460640236186,24.48405852141204,1.586713625767044e-05,2.582818369437181e-05,3.1240603641856944e-05,2.2145063633582103e-05,1.4653619069319503,106.33585664859184,289.2777201785491,423.39167457589735,8.758759214352514,15.121291966019726,16.806750661936498,9.792135576331564,False,True,False,True,False,False,False,8.470000267,7.730000019,7.900000095,6.650000095
15.0083_77.4167,150030000000000.0,Vajrakarur,Andhra pradesh,Anantapur,15.0083,77.4167,16.3,May-12,9.600000381,2012-05-01,19.577222753454137,16.996298966584384,19.797891970034,24.234898108023184,9.21802512931646e-06,6.3761700672599815e-06,1.1519646452345316e-05,2.131310180562583e-05,53.99021742435602,53.99021742435602,76.83948310063435,437.1391687553663,-23.57041149948244,-13.784406431773668,-5.523101848733171,6.446623551360062,False,True,False,True,False,False,False,8.899999619,8.470000267,7.730000019,7.900000095
15.0083_77.4167,150030000000000.0,Vajrakarur,Andhra pradesh,Anantapur,15.0083,77.4167,16.3,Nov-14,7.900000095,2014-11-01,32.28227629484954,31.188511742485893,28.590943371808088,24.184631842154044,4.165182528797434e-05,3.5976628337434874e-05,2.96384330593153e-05,2.0451884766872456e-05,132.45724203036383,313.47914699407727,449.0141769212026,482.623143950334,,11.03664533265427,0.922678540198384,-6.223623573091784,False,True,False,True,False,False,False,8.5,9.0,6.599999905,3.700000048
15.0083_77.4167,150030000000000.0,Vajrakarur,Andhra pradesh,Anantapur,15.0083,77.4167,16.3,Jan-15,8.699999809,2015-01-01,22.278597231264467,26.509205076429577,28.29334075362594,24.098024792141384,1.3976562479877394e-05,2.638026193448308e-05,2.907531301456469e-05,2.0351529571969337e-05,0.0,153.8855425990545,370.5734992852578,494.1170427547051,,5.464258461153577,8.713681790776523,-7.61856044099633,False,True,False,True,False,False,False,7.900000095,8.5,9.0,6.599999905
15.05_77.875,150300000000000.0,Yadiki-pz,Andhra pradesh,Anantapur,15.05,77.875,30.9,May-03,12.47000027,2003-05-01,15.4711332321167,13.711482048034668,17.89702606201172,22.05489921569824,1.183299991680542e-05,1.019036972138565e-05,1.563768819323741e-05,2.066781962639652e-05,10.83586441376887,11.91596449077676,22.593611951814875,580.6420202435703,-22.442007687388514,-19.033951410027637,-8.382124427622099,-1.39616968914473,True,False,False,False,False,True,False,12.39999962,12.30000019,11.15999985,10.88000011
15.05_77.875,150300000000000.0,Yadiki-pz,Andhra pradesh,Anantapur,15.05,77.875,30.9,Aug-03,12.5,2003-08-01,28.075958251953125,19.58391571044922,16.675952911376953,21.148038864135746,2.4816958102746867e-05,1.6078052794910036e-05,1.3144460353942122e-05,1.9096049072686583e-05,40.96044122954028,114.28885056119444,126.2048150519712,453.32078621639016,,-13.815110270242316,-22.184063511201416,-6.640142241778239,True,False,False,False,False,True,False,12.47000027,12.39999962,12.30000019,11.15999985
15.05_77.875,150300000000000.0,Yadiki-pz,Andhra pradesh,Anantapur,15.05,77.875,30.9,Nov-03,11.97999954,2003-11-01,30.471925735473636,28.29109764099121,23.9615421295166,20.89913749694824,3.368632678757422e-05,3.172630022163503e-05,2.396189120190684e-05,1.9755181710934263e-05,121.0364094567955,261.14760149728266,375.7130947435667,398.3067066953817,,6.020418997664402,-1.2028319833548171,-9.814606958552504,True,False,False,False,False,True,False,12.5,12.47000027,12.39999962,12.30000019
15.05_77.875,150300000000000.0,Yadiki-pz,Andhra pradesh,Anantapur,15.05,77.875,30.9,Jan-04,12.32999992,2004-01-01,21.280792236328125,25.97089195251465,26.74479866027832,20.75196075439453,1.973581674974412e-05,2.8030701287207197e-05,2.8451562684495e-05,1.982298635994084e-05,1.5139556857970875,122.55036514259258,303.8986410977097,389.14301492014056,,-2.8105560183833047,0.6765340600112877,-9.97024853566085,True,False,False,False,False,True,False,11.97999954,12.5,12.47000027,12.39999962
15.05_77.875,150300000000000.0,Yadiki-pz,Andhra pradesh,Anantapur,15.05,77.875,30.9,May-04,13.80000019,2004-05-01,17.48025894165039,13.73708152770996,17.81220054626465,20.89529609680176,1.4300515431386884e-05,9.800829502637498e-06,1.556421375425998e-05,1.9774555767071437e-05,23.349431580359784,23.349431580359784,24.863387266156867,400.5764820097236,-30.54232489972537,-24.289795830263667,-14.20785921941405,-9.005848324990357,True,False,False,False,False,True,False,12.32999992,11.97999954,12.5,12.47000027
15.05_77.875,150300000000000.0,Yadiki-pz,Andhra pradesh,Anantapur,15.05,77.875,30.9,Aug-04,12.69999981,2004-08-01,26.76080322265625,25.50568199157715,19.65973854064941,22.341236114501957,2.4810058675939217e-05,2.611724630696699e-05,1.8023240045295097e-05,2.221609975094907e-05,80.99607076448038,236.8878735555421,260.2373051359019,522.8988623189816,,-8.96659417613542,-19.55526918310337,-10.69714044808952,True,False,False,False,False,True,False,13.80000019,12.32999992,11.97999954,12.5
15.05_77.875,150300000000000.0,Yadiki-pz,Andhra pradesh,Anantapur,15.05,77.875,30.9,Nov-04,14.61999989,2004-11-01,30.308046340942383,28.500900268554688,27.007200241088867,22.389663696289062,3.6341592931421474e-05,3.35707918566186e-05,2.9824803277733736e-05,2.2663285562884997e-05,72.35188314674096,256.3373724779951,494.56896589436656,519.4323531605235,,4.786437169774598,-1.0577780075322458,-10.63397702470504,True,False,False,False,False,True,False,12.69999981,13.80000019,12.32999992,11.97999954
15.05_77.875,150300000000000.0,Yadiki-pz,Andhra pradesh,Anantapur,15.05,77.875,30.9,Jan-05,12.60999966,2005-01-01,20.66097450256348,25.85319328308105,26.59849166870117,22.39998435974121,1.9875245925504718e-05,2.7947698981733996e-05,2.8844613552792e-05,2.247063639515545e-05,0.0,81.51633345096482,347.8416134075287,527.0828477789503,,6.113174140983825,4.974129319315453,-8.405542591094816,True,False,False,False,False,True,False,14.61999989,12.69999981,13.80000019,12.32999992
15.05_77.875,150300000000000.0,Yadiki-pz,Andhra pradesh,Anantapur,15.05,77.875,30.9,May-05,13.13000011,2005-05-01,17.19669532775879,13.905195236206056,17.505382537841797,22.28239631652832,1.5450110367964953e-05,1.0215109796263278e-05,1.5029429050628096e-05,2.246776239189785e-05,22.13090426112533,22.13090426112533,31.29535456534919,525.8643204597157,-32.83208119832551,-27.664634492661232,-13.93239789081997,-8.080297943871003,True,False,False,False,False,True,False,12.60999966,14.61999989,12.69999981,13.80000019
15.05_77.875,150300000000000.0,Yadiki-pz,Andhra pradesh,Anantapur,15.05,77.875,30.9,Aug-05,13.47999954,2005-08-01,27.586763381958008,23.671667098999023,18.84667205810547,21.793325424194336,2.892516931751743e-05,2.602585482236464e-05,1.8265207472722977e-05,2.2409678422263823e-05,89.84348704180586,237.79464567035708,259.9255499314824,525.4273727137014,,-18.62059823690412,-26.746086491455447,-13.28102610493228,True,False,False,False,False,True,False,13.13000011,12.60999966,14.61999989,12.69999981
15.05_77.875,150300000000000.0,Yadiki-pz,Andhra pradesh,Anantapur,15.05,77.875,30.9,Nov-05,7.199999809,2005-11-01,32.13137435913086,31.019397735595703,27.350549697875977,22.424121856689453,2.866605791496113e-05,3.462546010268852e-05,3.036158705072012e-05,2.2753330995328724e-05,300.9709036459617,587.1204290094726,824.9150746798296,856.210429245179,,16.24830265808289,-0.1824357859857068,-12.241938957770271,True,False,False,False,False,True,False,13.47999954,13.13000011,12.60999966,14.61999989
15.05_77.875,150300000000000.0,Yadiki-pz,Andhra pradesh,Anantapur,15.05,77.875,30.9,Jan-06,7.300000191,2006-01-01,26.57867431640625,29.742738723754883,29.624481201171875,23.2731990814209,2.620995837787632e-05,2.878843952203169e-05,3.177780672558583e-05,2.3574484657729045e-05,3.1280974729345474,324.3425420817979,700.3355544871147,870.4176173767911,,24.33545833740129,16.999986843736455,-6.369431218925991,True,False,False,False,False,True,False,7.199999809,13.47999954,13.13000011,12.60999966
15.05_77.875,150300000000000.0,Yadiki-pz,Andhra pradesh,Anantapur,15.05,77.875,30.9,May-06,12.02999973,2006-05-01,14.842637062072754,15.63956069946289,20.86393928527832,24.12506484985352,1.1150120371894444e-05,1.3313574527273886e-05,1.9437193259363997e-05,2.4929400751716457e-05,13.056077869660262,14.243302235909558,37.614940671745785,862.5300153515753,-13.099209264529936,-7.253807073858663,5.571070048930093,2.9558401239683656,True,False,False,False,False,True,False,7.300000191,7.199999809,13.47999954,13.13000011
15.05_77.875,150300000000000.0,Yadiki-pz,Andhra pradesh,Anantapur,15.05,77.875,30.9,Aug-06,12.10000038,2006-08-01,25.313861846923828,23.0512809753418,19.36973571777344,23.93125915527344,3.220031430828385e-05,2.438767296553124e-05,1.887733378680423e-05,2.444121491862461e-05,46.18058537561959,241.0048708521992,255.24817308810876,865.7402405334175,,-0.4745847945114727,-7.904259918149967,4.152987423531136,True,False,False,False,False,True,False,12.02999973,7.300000191,7.199999809,13.47999954
15.05_77.875,150300000000000.0,Yadiki-pz,Andhra pradesh,Anantapur,15.05,77.875,30.9,Nov-06,10.97999954,2006-11-01,28.33441162109375,29.13453865051269,26.105005264282227,23.44584846496582,3.649055361165665e-05,3.828787521342747e-05,3.137172825518064e-05,2.53943962889025e-05,35.21765138468611,176.09179084454107,417.0966616967402,454.711602368486,,13.283014571294837,6.829371449567805,1.7413854856298656,True,False,False,False,False,True,False,12.10000038,12.02999973,7.300000191,7.199999809
15.05_77.875,150300000000000.0,Yadiki-pz,Andhra pradesh,Anantapur,15.05,77.875,30.9,Jan-07,11.56000042,2007-01-01,23.53509521484375,27.020496368408203,27.58359718322754,23.10471534729004,2.307076647412032e-05,2.9153407012927343e-05,3.30382572428789e-05,2.484424658177886e-05,0.8252154085614265,90.92780439459948,277.982529230074,487.0501169425632,,11.185914145344906,11.493571025510356,1.4060245413701782,True,False,False,False,False,True,False,10.97999954,12.10000038,12.02999973,7.300000191
15.05_77.875,150300000000000.0,Yadiki-pz,Andhra pradesh,Anantapur,15.05,77.875,30.9,May-07,15.61999989,2007-05-01,14.104253768920898,11.955214500427246,17.763206481933594,21.95702362060547,1.0159057637793012e-05,8.319787411892321e-06,1.5270888980012387e-05,2.3365542801911943e-05,8.838465747483278,8.838465747483278,64.54861875739665,481.64528045413687,-23.381845626215053,-16.045693005043162,-4.354745573475815,0.7289439824531028,True,False,False,False,False,True,False,11.56000042,10.97999954,12.10000038,12.02999973
15.05_77.875,150300000000000.0,Yadiki-pz,Andhra pradesh,Anantapur,15.05,77.875,30.9,Aug-07,17.65999985,2007-08-01,28.55958747863769,24.98708152770996,18.544605255126957,22.40265274047852,3.480375016806647e-05,2.571479853941128e-05,1.7090043911593966e-05,2.3615411919308823e-05,53.71050887151596,386.6244070639304,395.46287281141366,627.264816665868,,-5.346421568183907,-15.504195562634102,-3.3939791482278507,True,False,False,False,False,True,False,15.61999989,11.56000042,10.97999954,12.10000038
15.05_77.875,150300000000000.0,Yadiki-pz,Andhra pradesh,Anantapur,15.05,77.875,30.9,Nov-07,9.329999924,2007-11-01,30.300857543945312,31.791748046875,28.424699783325195,23.08489799499512,3.996651139459573e-05,3.773013304453343e-05,3.178566839778796e-05,2.351506736886222e-05,122.625232755591,437.0579010018514,834.5027247787615,899.0513435361581,,20.96329575004255,9.34658241346629,-2.0007964039454285,True,False,False,False,False,True,False,17.65999985,15.61999989,11.56000042,10.97999954
15.05_77.875,150300000000000.0,Yadiki-pz,Andhra pradesh,Anantapur,15.05,77.875,30.9,Jan-08,8.550000191,2008-01-01,24.458759307861328,27.964778900146484,29.61995887756348,23.179582595825195,2.49622025876306e-05,3.227753404644318e-05,3.420274879317731e-05,2.4036318791331723e-05,3.3385843990045947,140.424496263539,519.3880900942951,861.1404540341928,,15.78400847971465,17.798754432625714,0.2804878923416306,True,False,False,False,False,True,False,9.329999924,17.65999985,15.61999989,11.56000042
15.05_77.875,150300000000000.0,Yadiki-pz,Andhra pradesh,Anantapur,15.05,77.875,30.9,May-08,11.06000042,2008-05-01,19.55782127380371,19.27069091796875,21.78158187866211,25.112239837646484,2.1060366634628732e-05,1.7532236597617157e-05,2.126145045622252e-05,2.653797491802834e-05,0.0,6.519123006714593,24.3183865146626,858.8211112934241,-5.29641270606751,-5.460490160749743,2.7811739215717126,5.765450508796521,True,False,False,False,False,True,False,8.550000191,9.329999924,17.65999985,15.61999989
15.05_77.875,150300000000000.0,Yadiki-pz,Andhra pradesh,Anantapur,15.05,77.875,30.9,Aug-08,11.05000019,2008-08-01,24.714433670043945,20.30013465881348,19.76350975036621,23.88724899291992,2.447145016049035e-05,2.0061650502611883e-05,1.8767699657473717e-05,2.5037465093191716e-05,65.63924625597961,158.83337324912395,165.35249625583853,620.2096607656381,,-8.424162384555824,-9.040193342291124,2.3759465711291017,True,False,False,False,False,True,False,11.06000042,8.550000191,9.329999924,17.65999985
15.05_77.875,150300000000000.0,Yadiki-pz,Andhra pradesh,Anantapur,15.05,77.875,30.9,Nov-08,13.07999992,2008-11-01,29.591691970825195,30.638612747192383,25.47199058532715,23.577119827270508,3.765940709854476e-05,3.767530506593175e-05,2.888956259994302e-05,2.5065135559998453e-05,62.62454642724553,303.0250431375766,461.8584163867005,482.3308931243256,,17.448711723904648,6.6385837468739695,1.0870166210864538,True,False,False,False,False,True,False,11.05000019,11.06000042,8.550000191,9.329999924
15.05_77.875,150300000000000.0,Yadiki-pz,Andhra pradesh,Anantapur,15.05,77.875,30.9,Jan-09,11.39999962,2009-01-01,25.234867095947266,27.563600540161133,28.28432846069336,23.568248748779297,2.5578941858839244e-05,3.175207893946208e-05,3.254087641835213e-05,2.5106739485636357e-05,0.8846635993467558,101.14346432357752,407.1832072898882,506.8964572897471,,19.68339133988677,17.881605236651012,3.686212086719142,True,False,False,False,False,True,False,13.07999992,11.05000019,11.06000042,8.550000191
15.05_77.875,150300000000000.0,Yadiki-pz,Andhra pradesh,Anantapur,15.05,77.875,30.9,May-09,11.69999981,2009-05-01,13.693041801452637,13.470661163330078,18.801063537597656,22.15485382080078,1.0023773938883096e-05,1.04130849649664e-05,1.7668779037194327e-05,2.3309996322495863e-05,7.658919837496696,9.172210457128122,47.69112835346011,509.5495447401607,-18.15469729847536,-11.666386358932892,1.4862527852075766,3.828221404146846,True,False,False,False,False,True,False,11.39999962,13.07999992,11.05000019,11.06000042
15.05_77.875,150300000000000.0,Yadiki-pz,Andhra pradesh,Anantapur,15.05,77.875,30.9,Aug-09,8.699999809,2009-08-01,26.134212493896484,22.83324241638184,18.19931411743164,22.75726127624512,3.436054612393491e-05,2.648558802320622e-05,1.8517339412937872e-05,2.4852153728716075e-05,25.23343327723512,205.73906052550043,214.91127098262857,556.455232016537,,-11.52268665099201,-14.813627587086968,0.0467776838655559,True,False,False,False,False,True,False,11.69999981,11.39999962,13.07999992,11.05000019
15.05_77.875,150300000000000.0,Yadiki-pz,Andhra pradesh,Anantapur,15.05,77.875,30.9,Nov-09,8.800000191,2009-11-01,29.666725158691406,28.74730110168457,25.76868438720703,22.269664764404297,4.040464409627021e-05,3.607009057304822e-05,3.12189367832616e-05,2.4401721020694825e-05,46.43432242279753,356.9512429018633,562.6903034273637,610.3814317808237,,21.605429914926667,4.257931534582036,-1.2629966071732834,True,False,False,False,False,True,False,8.699999809,11.69999981,11.39999962,13.07999992
15.05_77.875,150300000000000.0,Yadiki-pz,Andhra pradesh,Anantapur,15.05,77.875,30.9,Jan-10,11.46000004,2010-01-01,25.658287048339844,28.0125789642334,27.765100479125977,22.390003204345703,2.4920016585383564e-05,3.063313488382846e-05,3.229053982067853e-05,2.394407965766732e-05,0.0,86.08605358141278,421.8364073377136,611.5142450431072,,22.77551364316389,17.9772116522444,1.0533194134445163,True,False,False,False,False,True,False,8.800000191,8.699999809,11.69999981,11.39999962
15.05_77.875,150300000000000.0,Yadiki-pz,Andhra pradesh,Anantapur,15.05,77.875,30.9,Aug-11,6.050000191,2011-08-01,23.10401153564453,20.63072395324707,16.941600799560547,22.44425392150879,3.1238003430189565e-05,2.4344366465811618e-05,1.7377480617142282e-05,2.584503636171576e-05,53.05840774960475,161.82910924767134,194.51991115797549,704.3001888629493,10.748747377792045,10.748747377792045,1.529742039646844,14.709849929243395,True,False,False,False,False,True,False,11.30000019,11.05000019,10.68000031,10.75
15.05_77.875,150300000000000.0,Yadiki-pz,Andhra pradesh,Anantapur,15.05,77.875,30.9,Jan-15,12.89999962,2015-01-01,19.620880126953125,23.09545135498047,24.31433486938477,19.74288749694824,1.8857472241506912e-05,2.972334732476156e-05,3.199974889867008e-05,2.272033634653781e-05,0.0,176.9272115558659,425.7408880465621,567.5633717414436,,5.569260353026577,8.370831968243806,-6.870983478108096,True,False,False,False,False,True,False,6.800000191,12.69999981,12.55000019,12.39999962
15.05_77.875,150300000000000.0,Yadiki-pz,Andhra pradesh,Anantapur,15.05,77.875,30.9,May-15,12.90999985,2015-05-01,16.056095123291016,12.416889190673828,15.72347640991211,19.623065948486328,1.5033888303150889e-05,9.19425110623706e-06,1.4336394087877125e-05,2.2581201847060584e-05,30.42041077854436,31.784815994971385,55.59882280914061,583.7586906973374,-25.09363900268345,-21.23455045535781,-13.490651472236838,-7.669898994234127,True,False,False,False,False,True,False,12.89999962,6.800000191,12.69999981,12.55000019
15.1083_77.625,150630000000000.0,Gooty-pz,Andhra pradesh,Anantapur,15.1083,77.625,33.1,May-03,11.75,2003-05-01,18.88242530822754,16.207048416137695,19.46516990661621,24.85354804992676,1.2272166713955812e-05,1.01354544312926e-05,1.4627881682827136e-05,2.111060894094408e-05,13.84257362002418,15.128962229547048,24.645481113025124,536.7011600255967,-23.35828776187437,-19.575768110849317,-8.244177565901568,-0.8343032615987889,True,False,False,False,False,False,True,10.80000019,9.300000191,8.380000114,7.5
15.1083_77.625,150630000000000.0,Gooty-pz,Andhra pradesh,Anantapur,15.1083,77.625,33.1,Aug-03,11.82999992,2003-08-01,32.991493225097656,23.63521194458008,19.973493576049805,24.06926155090332,2.8739459594362412e-05,1.7962120182346553e-05,1.4075779290578794e-05,1.9809269360848702e-05,49.2099351985114,116.7428429433278,131.87180517287484,437.3191294329508,,-14.457040515241856,-23.020232065784576,-6.444564490120223,True,False,False,False,False,False,True,11.75,10.80000019,9.300000191,8.380000114
15.1083_77.625,150630000000000.0,Gooty-pz,Andhra pradesh,Anantapur,15.1083,77.625,33.1,Nov-03,8.399999619,2003-11-01,35.29319763183594,32.03144454956055,27.86155891418457,23.63417625427246,3.735424252226949e-05,3.355336230015382e-05,2.5838668079813942e-05,2.0195635443087667e-05,129.44317241850356,266.775254765011,383.5180977083388,408.163578821364,,6.653117539871868,-1.0646759066005185,-9.976609272302472,True,False,False,False,False,False,True,11.82999992,11.75,10.80000019,9.300000191
15.1083_77.625,150630000000000.0,Gooty-pz,Andhra pradesh,Anantapur,15.1083,77.625,33.1,Jan-04,11.19999981,2004-01-01,20.00250816345215,27.86293029785156,29.586538314819336,23.30559539794922,1.5057900782267096e-05,2.7593476261245087e-05,2.921577106462792e-05,2.003658482863102e-05,1.267459632101513,131.7838103010541,318.325827846073,400.9876978204365,,-3.1156293950973737,0.7934156197290074,-10.28019038117619,True,False,False,False,False,False,True,8.399999619,11.82999992,11.75,10.80000019
15.1083_77.625,150630000000000.0,Gooty-pz,Andhra pradesh,Anantapur,15.1083,77.625,33.1,May-04,12.06999969,2004-05-01,20.976682662963867,15.940170288085938,18.855112075805664,23.37067413330078,1.4610515790991483e-05,9.422773473488633e-06,1.3859681530448142e-05,1.986558345379308e-05,29.90169939313616,29.90169939313616,32.24233727568672,415.7604349840256,-32.259116274705214,-25.786166330743796,-15.10628574639346,-9.48964181047628,True,False,False,False,False,False,True,11.19999981,8.399999619,11.82999992,11.75
15.1083_77.625,150630000000000.0,Gooty-pz,Andhra pradesh,Anantapur,15.1083,77.625,33.1,Aug-04,12.02000046,2004-08-01,30.381954193115234,29.051721572875977,22.56267547607422,24.6889705657959,2.6429224817547947e-05,2.702823439904023e-05,1.8312950487597845e-05,2.205229793617036e-05,98.24132983457476,238.37721795922235,268.2789173523585,537.3948099999201,,-9.141880567976717,-20.600142609364894,-11.23398509659773,True,False,False,False,False,False,True,12.06999969,11.19999981,8.399999619,11.82999992
15.1083_77.625,150630000000000.0,Gooty-pz,Andhra pradesh,Anantapur,15.1083,77.625,33.1,Nov-04,7.900000095,2004-11-01,34.97905349731445,32.30997467041016,30.691455841064453,24.75675773620605,3.938159352401272e-05,3.511296381475404e-05,3.106455915258266e-05,2.242071604996454e-05,59.21130132902236,243.815923343386,482.1931413026084,514.435478578295,,5.243735411270292,-0.8698059515963923,-11.144838455979796,True,False,False,False,False,False,True,12.02000046,12.06999969,11.19999981,8.399999619
15.1083_77.625,150630000000000.0,Gooty-pz,Andhra pradesh,Anantapur,15.1083,77.625,33.1,Jan-05,9.300000191,2005-01-01,19.24877166748047,27.907920837402344,29.36905860900879,24.836055755615234,1.5028163034003228e-05,2.733959445322398e-05,2.909604700107593e-05,2.226683500339277e-05,0.0,68.12228396052407,350.9682358094625,521.0058233272462,,6.9930732190026585,5.584175563195358,-8.698179803655693,True,False,False,False,False,False,True,7.900000095,12.02000046,12.06999969,11.19999981
15.1083_77.625,150630000000000.0,Gooty-pz,Andhra pradesh,Anantapur,15.1083,77.625,33.1,May-05,12.23999977,2005-05-01,20.030237197875977,15.971332550048828,18.624608993530277,24.69118309020996,1.5048860404931474e-05,9.597693860996516e-06,1.3363061043492053e-05,2.2262440324993804e-05,25.64235135487148,27.04430174827576,35.95528437977746,518.1484256823858,-34.596064932188106,-28.986323641150108,-14.388351377750377,-8.243558002225837,True,False,False,False,False,False,True,9.300000191,7.900000095,12.02000046,12.06999969
15.1083_77.625,150630000000000.0,Gooty-pz,Andhra pradesh,Anantapur,15.1083,77.625,33.1,Aug-05,10.57999992,2005-08-01,31.50887107849121,27.39615249633789,21.76526641845703,24.239891052246094,3.141725392197259e-05,2.830676203302573e-05,1.9103679733234458e-05,2.253110687888693e-05,124.62358514922008,276.36861343951455,303.4129151877903,556.1398211626779,,-19.484310595467225,-28.093471810214247,-13.784124217337444,True,False,False,False,False,False,True,12.23999977,9.300000191,7.900000095,12.02000046
15.1083_77.625,150630000000000.0,Gooty-pz,Andhra pradesh,Anantapur,15.1083,77.625,33.1,Nov-05,2.299999952,2005-11-01,36.852787017822266,35.73868942260742,31.575803756713867,25.10047721862793,3.099480818491429e-05,3.841474608634599e-05,3.342238051118329e-05,2.345762368349824e-05,300.0881110645476,564.135329757418,840.5039431969325,876.45922757671,,17.06546003579586,-0.071071956387243,-12.774702558666185,True,False,False,False,False,False,True,10.57999992,12.23999977,9.300000191,7.900000095
15.1083_77.625,150630000000000.0,Gooty-pz,Andhra pradesh,Anantapur,15.1083,77.625,33.1,Jan-06,3.099999905,2006-01-01,28.835124969482425,33.55898666381836,33.76433181762695,26.40207290649414,2.558079177106265e-05,3.037072019651532e-05,3.451797238085419e-05,2.4899210984585807e-05,2.562735433805557,323.3002588272095,711.9710626693,890.7603927078702,,25.63875639276099,17.97815483890404,-6.622811425061849,True,False,False,False,False,False,True,2.299999952,10.57999992,12.23999977,9.300000191
